timestamp,city,temperature,humidity,pressure,wind_speed,aqi,pm2_5
2026-05-06 14:16:05,Rabat,20.37,52,1012,3.6,3,3.87
2026-05-06 13:16:05,Rabat,20.37,52,1012,3.6,3,4.38
2026-05-06 12:16:05,Rabat,20.37,52,1012,3.6,3,4.58
2026-05-06 11:16:05,Rabat,20.37,52,1012,3.6,3,4.13
2026-05-06 10:16:05,Rabat,20.37,52,1012,3.6,3,3.71
2026-05-06 09:16:05,Rabat,20.37,52,1012,3.6,2,3.96
2026-05-06 08:16:05,Rabat,20.37,52,1012,3.6,2,3.79
2026-05-06 07:16:05,Rabat,20.37,52,1012,3.6,2,3.59
2026-05-06 06:16:05,Rabat,20.37,52,1012,3.6,2,3.3
2026-05-06 05:16:05,Rabat,20.37,52,1012,3.6,2,3.05
2026-05-06 04:16:05,Rabat,20.37,52,1012,3.6,2,2.88
2026-05-06 03:16:05,Rabat,20.37,52,1012,3.6,2,2.71
2026-05-06 02:16:05,Rabat,20.37,52,1012,3.6,2,2.52
2026-05-06 01:16:05,Rabat,20.37,52,1012,3.6,2,2.37
2026-05-06 00:16:05,Rabat,20.37,52,1012,3.6,2,2.24
2026-05-05 23:16:05,Rabat,20.37,52,1012,3.6,2,2.12
2026-05-05 22:16:05,Rabat,20.37,52,1012,3.6,2,2.01
2026-05-05 21:16:05,Rabat,20.37,52,1012,3.6,2,1.99
2026-05-05 20:16:05,Rabat,20.37,52,1012,3.6,3,2.09
2026-05-05 19:16:05,Rabat,20.37,52,1012,3.6,3,2.38
2026-05-05 18:16:05,Rabat,20.37,52,1012,3.6,3,2.91
2026-05-05 17:16:05,Rabat,20.37,52,1012,3.6,3,3.42
2026-05-05 16:16:05,Rabat,20.37,52,1012,3.6,3,3.74
2026-05-05 15:16:05,Rabat,20.37,52,1012,3.6,3,4.05
2026-05-05 14:16:05,Rabat,20.37,52,1012,3.6,3,4.21
2026-05-05 13:16:05,Rabat,20.37,52,1012,3.6,3,4.44
2026-05-05 12:16:05,Rabat,20.37,52,1012,3.6,3,4.51
2026-05-05 11:16:05,Rabat,20.37,52,1012,3.6,3,4.01
2026-05-05 10:16:05,Rabat,20.37,52,1012,3.6,3,3.66
2026-05-05 09:16:05,Rabat,20.37,52,1012,3.6,2,3.73
2026-05-05 08:16:05,Rabat,20.37,52,1012,3.6,2,3.53
2026-05-05 07:16:05,Rabat,20.37,52,1012,3.6,2,3.34
2026-05-05 06:16:05,Rabat,20.37,52,1012,3.6,2,3.11
2026-05-05 05:16:05,Rabat,20.37,52,1012,3.6,2,2.9
2026-05-05 04:16:05,Rabat,20.37,52,1012,3.6,2,2.73
2026-05-05 03:16:05,Rabat,20.37,52,1012,3.6,2,2.56
2026-05-05 02:16:05,Rabat,20.37,52,1012,3.6,2,2.39
2026-05-05 01:16:05,Rabat,20.37,52,1012,3.6,2,2.23
2026-05-05 00:16:05,Rabat,20.37,52,1012,3.6,2,2.13
2026-05-04 23:16:05,Rabat,20.37,52,1012,3.6,2,2.44
2026-05-04 22:16:05,Rabat,20.37,52,1012,3.6,2,2.47
2026-05-04 21:16:05,Rabat,20.37,52,1012,3.6,2,2.61
2026-05-04 20:16:05,Rabat,20.37,52,1012,3.6,2,2.78
2026-05-04 19:16:05,Rabat,20.37,52,1012,3.6,2,3.03
2026-05-04 18:16:05,Rabat,20.37,52,1012,3.6,3,3.46
2026-05-04 17:16:05,Rabat,20.37,52,1012,3.6,3,3.86
2026-05-04 16:16:05,Rabat,20.37,52,1012,3.6,3,4.05
2026-05-04 15:16:05,Rabat,20.37,52,1012,3.6,3,4.13
2026-05-04 14:16:05,Rabat,20.37,52,1012,3.6,3,4.12
2026-05-04 13:16:05,Rabat,20.37,52,1012,3.6,3,4.19
2026-05-04 12:16:05,Rabat,20.37,52,1012,3.6,2,4.06
2026-05-04 11:16:05,Rabat,20.37,52,1012,3.6,2,3.58
2026-05-04 10:16:05,Rabat,20.37,52,1012,3.6,2,3.42
2026-05-04 09:16:05,Rabat,20.37,52,1012,3.6,2,3.62
2026-05-04 08:16:05,Rabat,20.37,52,1012,3.6,2,3.51
2026-05-04 07:16:05,Rabat,20.37,52,1012,3.6,1,3.39
2026-05-04 06:16:05,Rabat,20.37,52,1012,3.6,2,3.21
2026-05-04 05:16:05,Rabat,20.37,52,1012,3.6,2,3.01
2026-05-04 04:16:05,Rabat,20.37,52,1012,3.6,2,2.84
2026-05-04 03:16:05,Rabat,20.37,52,1012,3.6,2,2.7
2026-05-04 02:16:05,Rabat,20.37,52,1012,3.6,2,2.57
2026-05-04 01:16:05,Rabat,20.37,52,1012,3.6,2,2.45
2026-05-04 00:16:05,Rabat,20.37,52,1012,3.6,2,2.41
2026-05-03 23:16:05,Rabat,20.37,52,1012,3.6,2,2.44
2026-05-03 22:16:05,Rabat,20.37,52,1012,3.6,2,2.59
2026-05-03 21:16:05,Rabat,20.37,52,1012,3.6,2,2.85
2026-05-03 20:16:05,Rabat,20.37,52,1012,3.6,2,3.14
2026-05-03 19:16:05,Rabat,20.37,52,1012,3.6,2,3.48
2026-05-03 18:16:05,Rabat,20.37,52,1012,3.6,2,4.04
2026-05-03 17:16:05,Rabat,20.37,52,1012,3.6,2,4.56
2026-05-03 16:16:05,Rabat,20.37,52,1012,3.6,2,4.91
2026-05-03 15:16:05,Rabat,20.37,52,1012,3.6,2,5.19
2026-05-03 14:16:05,Rabat,20.37,52,1012,3.6,2,5.49
2026-05-03 13:16:05,Rabat,20.37,52,1012,3.6,2,6.17
2026-05-03 12:16:05,Rabat,20.37,52,1012,3.6,2,6.61
2026-05-03 11:16:05,Rabat,20.37,52,1012,3.6,2,6.11
2026-05-03 10:16:05,Rabat,20.37,52,1012,3.6,2,5.54
2026-05-03 09:16:05,Rabat,20.37,52,1012,3.6,2,4.9
2026-05-03 08:16:05,Rabat,20.37,52,1012,3.6,2,4.58
2026-05-03 07:16:05,Rabat,20.37,52,1012,3.6,2,4.36
2026-05-03 06:16:05,Rabat,20.37,52,1012,3.6,2,4.04
2026-05-03 05:16:05,Rabat,20.37,52,1012,3.6,2,3.8
2026-05-03 04:16:05,Rabat,20.37,52,1012,3.6,2,3.66
2026-05-03 03:16:05,Rabat,20.37,52,1012,3.6,2,3.56
2026-05-03 02:16:05,Rabat,20.37,52,1012,3.6,2,3.48
2026-05-03 01:16:05,Rabat,20.37,52,1012,3.6,2,3.36
2026-05-03 00:16:05,Rabat,20.37,52,1012,3.6,2,3.23
2026-05-02 23:16:05,Rabat,20.37,52,1012,3.6,2,3.15
2026-05-02 22:16:05,Rabat,20.37,52,1012,3.6,2,3.1
2026-05-02 21:16:05,Rabat,20.37,52,1012,3.6,2,3.22
2026-05-02 20:16:05,Rabat,20.37,52,1012,3.6,2,3.41
2026-05-02 19:16:05,Rabat,20.37,52,1012,3.6,2,3.72
2026-05-02 18:16:05,Rabat,20.37,52,1012,3.6,2,4.25
2026-05-02 17:16:05,Rabat,20.37,52,1012,3.6,2,4.75
2026-05-02 16:16:05,Rabat,20.37,52,1012,3.6,2,5.13
2026-05-07 15:16:05,Marrakech,20.98,52,1008,1.54,3,2.31
2026-05-07 14:16:05,Marrakech,20.98,52,1008,1.54,3,2.01
2026-05-07 13:16:05,Marrakech,20.98,52,1008,1.54,2,1.92
2026-05-07 12:16:05,Marrakech,20.98,52,1008,1.54,2,1.97
2026-05-07 11:16:05,Marrakech,20.98,52,1008,1.54,2,1.95
2026-05-07 10:16:05,Marrakech,20.98,52,1008,1.54,2,2.19
2026-05-07 09:16:05,Marrakech,20.98,52,1008,1.54,2,2.71
2026-05-07 08:16:05,Marrakech,20.98,52,1008,1.54,2,2.74
2026-05-07 07:16:05,Marrakech,20.98,52,1008,1.54,2,2.75
2026-05-07 06:16:05,Marrakech,20.98,52,1008,1.54,2,2.83
2026-05-07 05:16:05,Marrakech,20.98,52,1008,1.54,2,2.86
2026-05-07 04:16:05,Marrakech,20.98,52,1008,1.54,2,2.83
2026-05-07 03:16:05,Marrakech,20.98,52,1008,1.54,2,2.73
